OBJECTID,Country,Feature Description,Feature Name,Installation Identifier,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Metadata Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length
1,usa,na,NAVMEDCEN Portsmouth VA,N57095,No,No,No,na,na, ,7d7e44c7-47ad-4fb2-84e1-dd138acdfb6c,NAVMEDCEN Portsmouth VA,act,usn,VA,4.75627753075969E-05,0.0388409251126118
2,usa,na,NAVSUPPACT Hampton Roads VA,N57095,No,No,No,na,na, ,8b011bb7-9e1d-4915-9465-09cad2612ab4,NAVSUPPACT Hampton Roads VA,act,usn,VA,0.000324135278106041,0.0966208663119484
3,usa,na,NNSY South Gate,N32443,No,No,No,na,na, ,01610704-e8c4-4b42-bc0e-9a172afa4357,NNSY South Gate,act,usn,VA,3.83019339551538E-05,0.0250454514453245
4,usa,na,Naval Support Activity Wash,N68469,No,No,No,na,na, ,c7359a10-744f-4dcc-930e-ad8894bdcc75,Naval Support Activity Wash,act,usn,dc,3.21666936997644E-05,0.0249714394928397
5,usa,na,Arlington Service Ctr,N68469,No,No,No,na,na, ,a6845150-ab6a-4f3d-9483-1c4b5432b3bc,Arlington Service Ctr,act,usn,VA,8.14547820482403E-06,0.0137673188909818
6,usa,na,Gambrills MD,N61152,No,No,No,na,na, ,3876391a-0037-4b49-a043-ce03932d792a,Gambrills MD,act,usn,MD,0.00035183764816793,0.107422091911797
7,usa,na,Naval Support Activity Crane,N61018,No,Yes,No,na,na, ,61344b2a-a61a-486b-a872-2288c1ecfc2f,Naval Support Activity Crane,act,usn,IN,0.0260294147494733,1.16717747410261
8,usa,na,Naval Submarine Base New London,N00129,No,Yes,No,na,na, ,bbb4062d-b867-4714-a695-4a49cd716f11,NAVSUBASE New London CT,act,usn,CT,0.000266923043227507,0.107019124058874
9,usa,na,NAVSUPPACT Mechanicsburg PA,N32414,No,No,No,na,na, ,683d1287-866b-4b9f-a49b-1e4de7976839,NAVSUPPACT Mechanicsburg PA,act,usn,PA,0.000338086326337361,0.104380079438098
10,usa,na,Naval Research Laboratory – Tilghman,N61152,No,Yes,No,na,na, ,bf3f4cf2-512f-4660-8090-0888597acecb,Tilghman Island,act,usn,MD,1.09098436951172E-06,0.00579359365359316
11,usa,na,NAVSUPPACT Bethesda MD,N33355,No,No,No,na,na, ,a0ce61ff-d707-4940-baaf-2e82ce7a6c1c,NAVSUPPACT Bethesda MD,act,usn,MD,0.00010010183450504,0.0421077037273761
12,usa,na,Naval Support Activity Philadelphia,N32414,No,Yes,No,na,na, ,d359d27e-b0e1-48c5-bb38-0b5528a1e2b9,Det Philadelphia PA,act,usn,PA,5.76016172999516E-05,0.0352851950634663
13,usa,na,Gould Island RI,N32411,No,No,No,na,na, ,ba39f6b5-6490-4131-b87d-e65e71438566,Gould Island RI,act,usn,RI,4.36920731772261E-06,0.0136603228019068
14,usa,na,Craney Island,N62688,No,No,No,na,na, ,73b4de73-3009-40a0-8895-00163c348e30,Craney Island,act,usn,VA,0.000296264225653431,0.110923105487631
15,usa,na,Elizabeth Rvr Channel,N62688,No,No,No,na,na, ,f009171e-84ea-41b3-902f-6fb0b7ab19f8,Elizabeth Rvr Channel,act,usn,VA,1.50452553953073E-05,0.0168376097412262
16,usa,na,Naval Air Station Oceana,N60191,No,Yes,No,na,na, ,2e2a6865-6651-4087-a061-f76f017e93bb,NAS Oceana VA,act,usn,VA,0.00217111143274451,0.235526542833274
17,usa,na,ALF Fentress Chesapke,N60191,No,No,No,na,na, ,90615497-ef16-4ce6-be46-dad665bad836,ALF Fentress Chesapke,act,usn,VA,0.00105703287476899,0.220481724718301
18,usa,na,Glenview,N00128,No,No,No,na,na, ,4a5d0592-dc4f-4f2a-ba61-048010dd814b,Glenview,act,usn,IL,1.33209371142584E-05,0.0210617190800968
19,usa,na,Bratenahl,N00128,No,No,No,na,na, ,2dbcf452-c99b-40ea-a2ea-9c8230681abc,Bratenahl,act,usn,OH,1.34794402129046E-05,0.0186727528994251
20,usa,na,Naval Station Norfolk,N62688,No,Yes,No,na,na, ,697cec17-38ee-4f84-aee6-4923cd709a79,NAVSTA Norfolk VA,act,usn,VA,0.00166222503526114,0.329579266704086
23,usa,na,Cheatham Annex,N69212,No,No,No,na,na, ,409a240e-1681-4729-b304-a08250cf6133,Cheatham Annex,act,usn,VA,0.000937734902436205,0.249507495475647
24,usa,na,Portsmouth Naval Shipyard,N32446,No,Yes,No,na,na, ,e8b29b16-abc7-4079-a498-91c9859f315b,NSY Portsmouth,act,usn,ME,0.000127726377513682,0.0967568359950042
25,usa,na,Naval Station Great Lakes IL,N00128,No,No,No,na,na, ,6767c11d-91a7-4995-827e-37a50f76aa84,Naval Station Great Lakes IL,act,usn,IL,0.000233629712511174,0.0733399579357546
26,usa,na,NSA Saratoga Springs NY,N61011,No,No,No,na,na, ,ae7ae6ff-366e-42ac-801a-97bf0e59ca9f,NSA Saratoga Springs NY,act,usn,NY,1.00661618489539E-05,0.0152297513544331
29,usa,na,Waterfront,N69213,No,No,No,na,na, ,f0145c1c-5ed1-4ba2-bb6b-e56c21e15a25,Waterfront,act,usn,NJ,4.22766640895134E-05,0.0437441585414418
30,usa,na,Fire Fighters School,N57095,No,No,No,na,na, ,fbf30d63-788e-4489-82ce-7ed11ff813ee,Fire Fighters School,act,usn,VA,5.01573413203005E-06,0.00997709726949889
32,usa,na,Allegany Ballistics Lab,N91571,No,No,No,na,na, ,d45b7932-3b90-4d74-883f-220a469f4174,Allegany Ballistics Lab,act,usn,WV,0.000643390024833934,0.155943025477015
33,usa,na,Yorktown Fuel Depot,N69212,No,No,No,na,na, ,068c8f82-f638-4b3b-ba90-2fca2357518f,Yorktown Fuel Depot,act,usn,VA,5.96706886426546E-05,0.0320248825920153
34,usa,na,GL Camp JPJ,N00128,No,No,No,na,na, ,bde5fb97-2bbb-437a-a8b1-d7a9897ea283,GL Camp JPJ,act,usn,IL,2.15623929307185E-05,0.0186667502574532
35,usa,na,NWIRP Bedford MA,N93880,No,No,No,na,na, ,,NWIRP Bedford MA,clsd,usn,MA,1.98976963474706E-05,0.0258248212359574
36,usa,na,St Juliens Creek East,N32443,No,No,No,na,na, ,4302d48d-de09-4c6e-974f-daaeecaa9ed2,St Juliens Creek East,act,usn,VA,0.000122422239428488,0.0458052975918975
37,usa,na,Det Phil Pny Annex,N32414,No,No,No,na,na, ,a0aebaba-8e38-4914-9580-9208d3bdcf97,Det Phil Pny Annex,act,usn,PA,0.000112548670585966,0.121926670940941
38,usa,na,Redington Township,N32446,No,No,No,na,na, ,8793bc82-4e07-42d8-890b-fdebce3c08f2,Redington Township,act,usn,ME,0.00574723523936882,0.476781230881467
39,usa,na,NNSY St Helena,N32443,No,No,No,na,na, ,8639de01-72ce-4a8c-820b-5ecbfe549fa0,NNSY St Helena,act,usn,VA,5.03337651025504E-06,0.0103928251610276
40,usa,na,SDA Area,N57095,No,No,No,na,na, ,d07f1036-7b22-4d3b-a048-d20cbb18f913,SDA Area,act,usn,VA,3.65897317351482E-05,0.0256192715627842
41,usa,na,NAVSUPPACT Norfolk NSY,N32443,No,No,No,na,na, ,,NAVSUPPACT Norfolk NSY,act,usn,VA,0.00019024516132049,0.0733841763921186
42,usa,na,Northwest Chesapeake VA,N57095,No,No,No,na,na, ,814eadf6-d0dc-44cf-8ed2-4e2e96d3ed4d,Northwest Chesapeake VA,act,usn,VA,0.00149380554398704,0.177265118100766
43,usa,na,Lafayette Rvr Complex,N57095,No,No,No,na,na, ,aa5794e4-8095-408b-b600-a9f53c13ae2c,Lafayette Rvr Complex,act,usn,VA,8.10905657999683E-06,0.0115968962825523
44,usa,na,Naval Weapons Station Yorktown,N69212,No,No,No,na,na, ,43981128-f3de-499f-9e85-6ee1b60463dc,Naval Weapons Station Yorktown,act,usn,VA,0.00427005174697115,0.294466638863438
47,usa,na,Naval Station Newport,N32411,No,Yes,No,na,na, ,2530547c-c364-47ba-8bb9-b4ae5ab6c68a,Naval Station Newport RI,act,usn,RI,0.000313801646143474,0.332133434742601
52,usa,na,Kodiak Tracking Station,N68436,No,Yes,No,na,na, ,9b5bd146-9411-4691-b0e9-2dfd3b5a7137,Kodiak AK,act,usn,AK,7.84343110353802E-05,0.0403708214368913
56,usa,na,Naval Air Station Oceana Dam Neck Annex,N60191,No,Yes,No,na,na, ,760d2f65-1cbb-4daa-b3c5-cd37c9c3e414,Dam Neck,act,usn,VA,0.000803342328936196,0.239449105371182
57,usa,na,Fort Adams RI,N32411,No,No,No,na,na, ,d9d07e36-d2d8-4811-9255-163273e4dfe0,Fort Adams RI,act,usn,RI,1.04849034414656E-05,0.0217544518855102
58,usa,na,Naval Weapons Station Earle NJ,N69213,No,No,No,na,na, ,a4749ce8-ce14-49c2-8a29-f2a1a03ebd73,Naval Weapons Station Earle NJ,act,usn,NJ,0.00366453328410898,0.400633052195127
59,usa,na,Naval Weapons Systems Training Facility Boardman,N00620,No,Yes,No,na,na, ,4a0836e4-6b4f-4cf2-b2cc-ec3e7b070840,NAVWPNSYSTRAFAC Boardman,act,usn,OR,0.0222392362061328,0.684134601829718
60,usa,na,Manchester,N68436,No,No,No,na,na, ,fa459a06-176e-449b-9941-5d920792dfb7,Manchester,act,usn,WA,0.000153880771449622,0.0622444851884179
62,usa,na,Southeast Alaska Acoustic Measurement Facility,N68436,No,Yes,No,na,na, ,c8db6f28-c705-47e8-9ad9-cb88702b7dd7,Back Island AK,act,usn,AK,6.70069312036503E-06,0.0322683699803383
63,usa,na,Naval Base Kitsap Bangor,N68436,No,Yes,No,na,na, ,8aada513-9d6f-48c6-a1be-2ac53ac4628b,Naval Base Kitsap Bangor,act,usn,WA,0.00353854026434419,0.289381022055232
65,usa,na,Marysville WA,N68967,No,No,No,na,na, ,4b0d13f5-3ef8-45e9-a807-b187ec70b701,Marysville WA,act,usn,WA,2.54697456512076E-05,0.0195670338082896
66,usa,na,CNI NAVMAG Indian Island,N61066,No,No,No,na,na, ,19126ba0-1cbb-4c5d-bbf1-8388e7361531,CNI NAVMAG Indian Island,act,usn,WA,0.00144615360795797,0.244901243689792
67,usa,na,Balboa Hospital,N00245,No,No,No,na,na, ,a517c204-1f88-48d9-9e27-81309eba2107,Balboa Hospital,act,usn,CA,2.94612279958528E-05,0.024539342030538
68,usa,na,Warner Springs Rts,N00246,No,No,No,na,na, ,0684b97e-4933-413c-981e-7a6158180e4a,Warner Springs Rts,act,usn,CA,0.00194545033400573,0.359497019776883
69,usa,na,Target B-17,N60495,No,No,No,na,na, ,5c6addae-9a5a-4ff5-b512-7cf3157f8d24,Target B-17,act,usn,NV,0.023050194679854,0.634836510438875
70,usa,na,Holtville Carrier LS,N60042,No,No,No,na,na, ,6d68084e-10f2-4535-9e61-801a0576382d,Holtville Carrier LS,act,usn,CA,0.000466122142825043,0.13402313278648
71,usa,na,NAVOBSSTA Flagstaff AZ,N60042,No,No,No,na,na, ,cb1ae26d-8e6b-420c-ae47-903b7a49a3a9,NAVOBSSTA Flagstaff AZ,act,usn,AZ,0.00011496235379127,0.0700485213858739
72,usa,na,NAS Lemoore CA,N63042,No,No,No,na,na, ,18b5c01a-eaa8-4fb5-853d-57c9a7b187f4,NAS Lemoore CA,act,usn,CA,0.00745546927782925,0.4755471401704
73,usa,na,Naval Air Weapons Station China Lake,N47609,No,Yes,No,na,na, ,a1791bb8-bcaa-4bd1-9e4c-4c6e7aeae689,NAWS China Lake,act,usn,CA,0.247674468849254,2.8879444897956
74,usa,na,Amphib Base Coronado East,N00246,No,No,No,na,na, ,c691731a-304c-428e-8a06-2c07511a818f,Amphib Base Coronado East,act,usn,CA,0.000192874139202104,0.0879714743432903
75,usa,na,Navy Annex,N61014,No,No,No,na,na, ,edc68b5a-0e15-4ef2-a9ba-e89a9d1cffbd,Navy Annex,act,usn,CA,4.94764194627351E-05,0.0405310195376466
76,usa,na,Naval Base Ventura County – Port Hueneme Operating Facility,N69232,No,Yes,No,na,na, ,fef082bb-5cd2-4623-9295-7ed860ed61af,Port Hueneme,act,usn,CA,0.000636927507684959,0.128216602053983
77,usa,na,Mission Gorge Rec Area,N00245,No,No,No,na,na, ,3908f185-9b9e-4287-a521-53ce22eeda2e,Mission Gorge Rec Area,act,usn,CA,0.000174210641262107,0.0794833263732463
78,usa,na,NAVPMOSSP Mtn View,N61014,No,No,No,na,na, ,b13e45a2-d1a3-4280-b2a8-f3cc4de3f47e,NAVPMOSSP Mtn View,act,usn,CA,2.03578847504104E-05,0.0182600615316377
79,usa,na,Naval Weapons Station Seal Beach Detachment Norco,N61065,No,Yes,No,na,na, ,2347a004-de94-483e-94aa-1c9c281750c8,Norco,act,usn,CA,9.61907896908087E-05,0.0587406321397073
80,usa,na,National City,N00245,No,No,No,na,na, ,629bff2c-4b43-498e-9d8d-a4ff363aded6,National City,act,usn,CA,5.52881124349369E-06,0.0114507039458451
81,usa,na,Old Town Site 1,N63406,No,No,No,na,na, ,a07896a1-fd0a-408c-b104-67fd780989a5,Old Town Site 1,act,usn,CA,1.83536176336929E-05,0.0254780234090778
82,usa,na,Naval Base Point Loma,N63406,No,Yes,No,na,na, ,c98c72e1-ee7f-4307-9ec8-6ffce4318a7d,NAVBASE Point Loma,act,usn,CA,0.000446286099304416,0.180167560356267
84,usa,na,NAVWPNSTA Seal Beach,N61065,No,No,No,na,na, ,815db7b7-9858-4480-8b8d-f2d9f40ef2fa,NAVWPNSTA Seal Beach,act,usn,CA,0.0018863905404487,0.261924382651377
85,usa,na,Naval Base Ventura County – Point Mugu Operating Facility,N69232,No,Yes,No,na,na, ,8dff4892-e68e-40ea-b15e-6ed859b1b8c4,NAVBASE Ventura Cty Point Mugu CA,act,usn,CA,0.00176890960869969,0.253794020918661
95,usa,na,Makaha Ridge,N61064,No,No,No,na,na, ,baa13fa8-3380-4239-82a3-42661007d540,Makaha Ridge,act,usn,HI,7.15891583240591E-05,0.0565293621762285
97,usa,na,Naval Base San Diego,N00245,No,Yes,No,na,na, ,39123ab7-1504-47f4-8fb0-20c65887a119,NAVBASE San Diego CA,act,usn,CA,0.000276973880545484,0.116583550504932
98,usa,na,Sewage Evaporation Pond,N63042,No,No,No,na,na, ,40fdecb9-c086-4f18-a738-c49ea2374302,Sewage Evaporation Pond,act,usn,CA,0.000174867213445395,0.0627199872186149
99,usa,na,South Point,N63406,No,No,No,na,na, ,4b7cc704-9254-4ebe-ac8e-50d9775d849d,South Point,act,usn,CA,1.93227740510338E-05,0.0231049152526788
100,usa,na,Camp Michael Monsoor,N00246,No,No,No,na,na, ,6d28c068-3163-4e24-98ad-6dc532c4a58f,Camp Michael Monsoor,act,usn,CA,0.00180207119524312,0.495821869018653
102,usa,na,Pacific Missile Range Facility,N61064,No,Yes,No,na,na, ,daa9bfbb-b04a-4748-ac29-770fb9b00aef,CNIC PMRF Barking Sands HI,act,usn,HI,0.000807493674756188,0.243379717688262
110,usa,na,Sea Plane Base,N00620,No,No,No,na,na, ,238c88e8-cb6a-48d9-a2b7-8fc43c3bdf1c,Sea Plane Base,act,usn,WA,0.00154549546141425,0.373052282266393
111,usa,na,CSO Barbers Point HI,N69176,No,No,No,na,na, ,60e4960d-0fb6-4a03-8bf9-8fb8f4c1901b,CSO Barbers Point HI,care,usn,HI,0.000216560011267575,0.17060343307897
131,usa,na,Santa Cruz Island,N69232,No,No,No,na,na, ,5d5659c2-3b01-44ac-961c-9902b2cd1458,Santa Cruz Island,act,usn,CA,3.13558302877937E-06,0.0145114726691098
132,usa,na,Amphib Base Coronado West,N00246,No,No,No,na,na, ,1fd44328-d455-4a29-a61d-6f9092309aad,Amphib Base Coronado West,act,usn,CA,2.82664473161276E-05,0.0256958515223239
133,usa,na,San Clemente IS NALF,N00246,No,No,No,na,na, ,e2032737-df3e-407f-947b-40c01bc88453,San Clemente IS NALF,act,usn,CA,0.0140745737412544,0.917623900352542
134,usa,na,Target B-19,N60495,No,No,No,na,na, ,22694b62-72ee-47c5-a046-54f274f4e29e,Target B-19,act,usn,NV,0.0122672655456881,0.555946690263485
135,usa,na,Imperial Beach NOLF,N00246,No,No,No,na,na, ,29da5bf5-220e-4524-a7a0-da27a24bd625,Imperial Beach NOLF,act,usn,CA,0.000468090117692554,0.12562793794411
136,usa,na,Truman Annex,N00213,No,No,No,na,na, ,c83a360f-7e6b-417d-b335-b94b7de34fa9,Truman Annex,act,usn,FL,4.18314917851603E-05,0.0769817206226551
137,usa,na,Pumpkin Neck,N61151,No,No,No,na,na, ,53778f6d-5633-43ed-a530-87da522f8ba9,Pumpkin Neck,act,usn,VA,0.000679720620382795,0.157408903856571
138,usa,na,NMIC Suitland,N68469,No,No,No,na,na, ,de64b132-12c0-43b5-9b5b-82c2bf9e23d8,NMIC Suitland,act,usn,MD,1.7225434021384E-05,0.0179028400365569
139,usa,na,Naval Support Facility Carderock,N68469,No,Yes,No,na,na, ,f54c18ba-2705-4ae5-9b8a-0e001ba74d64,NSWC Carderock,act,usn,MD,7.65676570608775E-05,0.0554686162884659
140,usa,na,NRC Solomons,N47608,No,No,No,na,na, ,a583689c-b629-497d-b5ec-d42fb2957f65,NRC Solomons,act,usn,MD,0.000124216528320176,0.087613647772053
141,usa,na,Chesapeake Bay Detach,N61152,No,No,No,na,na, ,d6f99636-ca75-4e64-8f36-8653ba7c5142,Chesapeake Bay Detach,act,usn,MD,6.7761212676487E-05,0.0547679697715755
142,usa,na,ALF Waldron,N00216,No,No,No,na,na, ,b6c69915-a664-4646-90de-226b03a04d85,ALF Waldron,act,usn,TX,0.00030860310494063,0.17696751040485
143,usa,na,CBC Gulfport MS,N62604,No,No,No,na,na, ,c81f6d2e-74da-4358-b72a-31bc09f31d16,CBC Gulfport MS,act,usn,MS,0.000425499578568633,0.11153209320426
144,usa,na,NOLF Santa Rosa,N60508,No,No,No,na,na, ,b8bd6b33-c4fa-4fb4-8b67-0bd8f9dba21f,NOLF Santa Rosa,act,usn,FL,0.000266382318159231,0.0763162825857619
145,usa,na,Corry Station,N00204,No,No,No,na,na, ,bc242130-0cb5-47f3-b008-ec6e4ae91660,Corry Station,act,usn,FL,0.00022364018582266,0.0716858409725698
146,usa,na,NAS Whiting Field Milton FL,N60508,No,No,No,na,na, ,c4a3b2f2-b400-4eb4-8f8d-2aad42007378,NAS Whiting Field Milton FL,act,usn,FL,0.00132259373344823,0.222847075214741
147,usa,na,NOLF Evergreen,N60508,No,No,No,na,na, ,ce7a0338-bc32-457d-9155-647aa557ab31,NOLF Evergreen,act,usn,AL,0.000146760100506071,0.0863798106543788
148,usa,na,FLC Fuel Depot Heckscher,N60201,No,No,No,na,na, ,d43ea9ca-5cd9-48df-afc2-d3ca684d32e7,FLC Fuel Depot Heckscher,act,usn,FL,6.27176852958655E-05,0.0454604331446975
149,usa,na,Naval Air Station Joint Reserve Base New Orleans,N00206,No,Yes,No,na,na, ,dcc6b706-7ec9-4df5-9355-cce4f32aadcd,NAS JRB New Orleans LA,act,usnr,LA,0.00126484820771111,0.227667777776908
150,usa,na,NOLF Choctaw,N60508,No,No,No,na,na, ,e0065a31-8926-47d8-9189-822456a3191d,NOLF Choctaw,act,usn,FL,0.000566759676303263,0.124006943767576
151,usa,na,NOLF Wolf,N60508,No,No,No,na,na, ,e23f8eea-c743-4963-83df-ff0cd2bae8d3,NOLF Wolf,act,usn,AL,0.00011822908254544,0.0623199480622775
152,usa,na,Woolmarket (De Soto),N62604,No,No,No,na,na, ,e41db936-01ef-421c-b05f-882c70c2e5eb,Woolmarket (De Soto),act,usn,MS,0.000939209663329166,0.126659931708673
153,usa,na,NOLF Spencer,N60508,No,No,No,na,na, ,f40faaa8-16cf-40ff-8e34-d62cb12af1d7,NOLF Spencer,act,usn,FL,0.000241596935438793,0.062364083737935
154,usa,na,OLF Bravo,N63043,No,No,No,na,na, ,f4b2fa21-7d23-462d-a2ac-bbde2c83e8ab,OLF Bravo,act,usn,MS,0.000476957666023736,0.153795669050364
155,usa,na,NAVSUPPFAC Beaufort SC,N50173,No,No,No,na,na, ,f6b06eb3-09f6-41d3-ab06-bee45e76d1cf,NAVSUPPFAC Beaufort SC,act,usn,SC,4.69913654796983E-05,0.030015291410698
158,usa,na,NAS Pensacola FL,N00204,No,No,No,na,na, ,875c9662-90cb-494a-b243-c0cf357f1e8d,NAS Pensacola FL,act,usn,FL,0.00206947378637778,0.41505957918412
159,usa,na,Randsburg Wash Area,N47609,No,No,No,na,na, ,a585227a-a5d3-465e-92b9-066d7b7b1ac7,Randsburg Wash Area,act,usn,CA,0.212467093871055,2.4268345702519
161,usa,na,Broadway Complex,N00245,No,No,No,na,na, ,f22d6fc3-0cb2-4ed1-83ca-c64339296d22,Broadway Complex,act,usn,CA,5.94348239246756E-06,0.0104980236536842
162,usa,na,Target 101 Shade Tree,N60042,No,No,No,na,na, ,44cf4c6e-b5c8-4adc-8e0c-dc469cfae2f0,Target 101 Shade Tree,act,usn,CA,0.00750515349000125,0.501223774690771
163,usa,na,Target B-16,N60495,No,No,No,na,na, ,5456de8b-6760-4c66-9bd3-0fb7f98bdc16,Target B-16,act,usn,NV,0.0117170225394148,0.747612260554207
164,usa,na,NAF El Centro,N60042,No,No,No,na,na, ,584dce1b-b066-4c26-a983-c869e6399d76,NAF El Centro,act,usn,CA,0.00104383415077791,0.196553748958181
165,usa,na,Silver Strand South,N00246,No,No,No,na,na, ,61767c01-3bb9-4ffc-a5f7-b17c7959e7f4,Silver Strand South,act,usn,CA,0.000213496311516792,0.0663176333429127
166,usa,na,Long Beach Fuel Complex,N61065,No,No,No,na,na, ,bd51cbd3-fcb2-4d7d-802d-35669aec938f,Long Beach Fuel Complex,act,usn,CA,4.36064010500559E-06,0.0131875519611886
167,usa,na,NAVSUPPACT Monterey CA,N61014,No,No,No,na,na, ,da14247b-840d-4d55-a7ea-cd7864b53bb9,NAVSUPPACT Monterey CA,act,usn,CA,5.42224324817653E-05,0.0323014603176903
168,usa,na,San Pedro Fuel Depot,N61065,No,No,No,na,na, ,dffd727f-a2be-408c-a2df-9571421a10fa,San Pedro Fuel Depot,act,usn,CA,0.000132529579559559,0.0584869275843094
171,usa,na,NAVACAD North Severn,N61152,No,No,No,na,na, ,cc507511-04f8-4cf0-b6ab-87f596626f2c,NAVACAD North Severn,act,usn,MD,0.000424683665869452,0.202244662491239
172,usa,na,Stump Neck Area,N61151,No,No,No,na,na, ,87fb1e0b-a3ea-42ed-86d8-2147c421bf13,Stump Neck Area,act,usn,MD,0.000387363812706099,0.238398999609646
173,usa,na,Naval Air Station Meridian,N63043,No,Yes,No,na,na, ,0e380ec4-9664-4beb-a6ea-6d85ff487a0a,NAS Meridian MS,act,usn,MS,0.0031413024653375,0.521583854580348
174,usa,na,Saufley Field,N00204,No,No,No,na,na, ,0952fa34-3e1b-4a02-8d4f-332aaa9e5f65,Saufley Field,act,usn,FL,0.000329066919675824,0.0847970545003296
175,usa,na,Naval Research Laboratory,N68469,No,Yes,No,na,na, ,c05174f6-62ee-435a-b093-28c5a785ee9d,Naval Research Lab,act,usn,dc,5.52076910480537E-05,0.0418589255785882
176,usa,na,Naval Support Facility Dahlgren,N61151,No,Yes,No,na,na, ,fa9b2721-9024-4013-bc19-e4709706bd43,NSA South Potomac,act,usn,VA,0.00111460384641759,0.138960971810718
180,usa,na,Upper Yard Annapolis,N61152,No,No,No,na,na, ,180b6197-2408-4923-b0d1-5ec205d457ea,Upper Yard Annapolis,act,usn,MD,6.85034028720111E-05,0.0464846944153742
181,usa,na,Naval Observatory,N68469,No,No,No,na,na, ,93775c78-bcb0-49cf-8611-4997235e81cf,Naval Observatory,act,usn,dc,3.03176348097622E-05,0.0197422824919406
182,usa,na,Webster Field,N47608,No,No,No,na,na, ,1a701bf4-a2f3-46cc-9733-f3b7fc0306d1,Webster Field,act,usn,MD,0.000403889412382341,0.161182572868925
183,usa,na,NOLF Summerdale,N60508,No,No,No,na,na, ,b292c13e-4ba5-4ce5-a0a2-076584524e5d,NOLF Summerdale,act,usn,AL,0.000241121698536517,0.0946778090478182
184,usa,na,NAVPMOSSP Magna Utah,N61014,No,No,No,na,na, ,88e28fdb-76f0-44af-8f13-990e55b50635,NAVPMOSSP Magna Utah,act,usn,UT,0.000228975511618046,0.0913193566025282
185,usa,na,Dryside,N00245,No,No,No,na,na, ,0bf8d261-f305-4227-946b-5a5e71031f57,Dryside,act,usn,CA,0.000126213575640577,0.0770169424134611
186,usa,na,Camp Morena,N00246,No,No,No,na,na, ,1d919236-0ddc-490c-b80d-1a39b2357ca7,Camp Morena,act,usn,CA,5.05048449213064E-05,0.0352091496476211
187,usa,na,Fallbrook California,N61065,No,No,No,na,na, ,2dd1f83a-175c-4fa0-b06f-67b1d9ccba48,Fallbrook California,act,usn,CA,0.00349072117091964,0.266308877264346
188,usa,na,Target B-20,N60495,No,No,No,na,na, ,3da9c578-3e8c-42ca-a492-5cdaf6a6399d,Target B-20,act,usn,NV,0.0175231927278219,0.536629618174867
189,usa,na,Naval Support Facility Indian Head,N61151,No,Yes,No,na,na, ,73097ac8-bef9-4948-9df2-0c1e0f8ee770,NSF Indian Head,act,usn,MD,0.000827094141413909,0.225755249305471
190,usa,na,NAVSUPPACT Midsouth Memphis TN,N00639,No,No,No,na,na, ,7ed229b1-d03b-4e71-85bc-fe7a39d134e2,NAVSUPPACT Midsouth Memphis TN,act,usn,TN,0.000416719399481735,0.107133148337391
191,usa,na,Northside Mid-South,N00639,No,No,No,na,na, ,7ea3567f-34e3-414d-9c45-d6abf5565014,Northside Mid-South,act,usn,TN,0.000167652165828258,0.0881143756555623
192,usa,na,Naval Air Station Patuxent River,N47608,No,Yes,No,na,na, ,fb9b9195-8540-4434-8d42-c039f1285b9f,Naval Air Station Patuxent River,act,usn,MD,0.00276909420767879,0.300396012751248
193,usa,na,NAS Jacksonville FL,N00207,No,No,No,na,na, ,88a01fe2-96f0-4460-a794-d8b762202189,NAS Jacksonville FL,act,usn,FL,0.00127957568724923,0.208921581557609
194,usa,na,ALF Cabaniss,N00216,No,No,No,na,na, ,81376d46-83c3-4e60-9b28-65fb0211d96e,ALF Cabaniss,act,usn,TX,0.000349139159652623,0.149926729554252
195,usa,na,Trumbo Point Annex,N00213,No,No,No,na,na, ,954de7b4-76e9-47ab-8ea4-9e844e99ed78,Trumbo Point Annex,act,usn,FL,4.4146114760224E-05,0.0452198609515641
196,usa,na,NAVSTA Mayport FL,N60201,No,No,No,na,na, ,9a5b56f8-3564-4dcd-9e50-2cdfb962aad5,NAVSTA Mayport FL,act,usn,FL,0.00130185712941966,0.243157213855404
197,usa,na,NAS Kingsville TX,N60241,No,No,No,na,na, ,a1bd625e-387a-4cc2-9b39-534ecd647c1b,NAS Kingsville TX,act,usn,TX,0.00123704610359709,0.205319180567807
198,usa,na,Yankee Target Range,N60241,No,No,No,na,na, ,a3a2aba6-91ee-4bd7-9d4d-764967604ec9,Yankee Target Range,act,usn,TX,0.00103490427636643,0.134666762224561
199,usa,na,NOLF Holley,N60508,No,No,No,na,na, ,a6b90319-ef50-4e75-8829-532ec12b3937,NOLF Holley,act,usn,FL,0.000253509989988743,0.0689915623066585
200,usa,na,NAS Corpus Christi TX,N00216,No,No,No,na,na, ,b01b44b8-190c-4bb0-bee0-5feb29755fe9,NAS Corpus Christi TX,act,usn,TX,0.00104251882908102,0.20872990888213
201,usa,na,OLF Bronson,N00204,No,No,No,na,na, ,b0335aae-d97f-499a-ae5f-7a5c4ab5ecd0,OLF Bronson,act,usn,FL,0.000381839109650173,0.0957257905147567
