OBJECTID,Country,Feature Description,Feature Name,Installation Identifier,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Metadata Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length
499,usa,na,NG Los Alamitos JFTB,060NG,No,No,No,na,na, ,450d0374-4c15-47b7-862a-eb0e9c620ee2,NG Los Alamitos JFTB,act,armyNationalGuard,CA,0.00052019251143065,0.111671668211446
500,usa,na,NG Bethany Beach Training Site,100NG,No,No,No,na,na, ,b7b54fa2-19db-4db3-9a2c-281ceb7c054b,NG Bethany Beach Training Site,act,armyNationalGuard,DE,4.17580351950164E-05,0.0267353688174769
501,usa,na,NG TS Camp Johnson,500NG,No,No,No,na,na, ,57fcc86b-233e-404d-b92b-27cbc6d20ee2,NG TS Camp Johnson,act,armyNationalGuard,VT,2.81020741113025E-05,0.0288126331271291
502,usa,na,NG TS Mark Twain Natl Forest Wapp,290NG,No,No,No,na,na, ,ff082a0e-f91e-456f-9ebc-543fec2e1081,NG TS Mark Twain Natl Forest Wapp,act,armyNationalGuard,MO,0.000837498825603689,0.167007502043008
503,usa,na,NG TS Ethan Allen Range,50340,No,No,No,na,na, ,ea0e567d-9676-45c2-8880-f302e006d0e2,NG TS Ethan Allen Range,act,armyNationalGuard,VT,0.00506990721305556,0.349698307894651
504,usa,na,NG TS Ike Skelton Jefferson City,290NG,No,No,No,na,na, ,ee040bd1-6eb0-4a8b-82cb-f1d236bea68b,NG TS Ike Skelton Jefferson City,act,armyNationalGuard,MO,0.000197040473722154,0.0705099741375331
505,usa,na,NG TS Keaukaha Mil Res,150NG,No,No,No,na,na, ,307510fc-5733-4458-b1b1-f19e06a1e0e5,NG TS Keaukaha Mil Res,act,armyNationalGuard,HI,0.000175688810031716,0.100668833174657
507,usa,na,Us Army Joint Sys Mfg CtrLima,39335,No,No,No,na,na, ,fc9000d8-ad35-4592-860d-b2890a92bbbf,Us Army Joint Sys Mfg CtrLima,act,usa,OH,0.000158945639441299,0.062242755289061
508,usa,na,Adelphi Laboratory Center,24015,No,Yes,No,na,na, ,58fc593f-d2f7-44ca-ac8c-6c9613fffcb3,US Army Adelphi Laboratory Center,act,usa,MD,8.6611595861541E-05,0.0591908133016228
509,usa,na,USA Field Station Kunia,15815,No,No,No,na,na, ,c1cd852f-0816-4492-bfbf-6180c0bce400,USA Field Station Kunia,act,usa,HI,3.37541061981028E-05,0.0440957330003265
510,usa,na,Joliet USARC/JTA,27864,No,No,No,na,na, ,49b2002a-6c1e-4a64-8c5a-4ea3c4e939ee,Joliet USARC/JTA,act,usar,IL,0.00155748640099773,0.219544046550355
512,usa,na,NG Volkstone,540NG,No,No,No,na,na, ,754a3a20-1c9d-41b6-9be3-0f6bdf217e12,NG Volkstone,act,armyNationalGuard,WV,0.000213518457258033,0.0998487379247727
513,usa,na,NG VTS Catoosa,13255,No,No,No,na,na, ,6d5abbdd-665d-42bf-9fe0-33fcfb13c409,NG VTS Catoosa,act,armyNationalGuard,GA,0.000650641112997619,0.15612722816378
514,usa,na,NG VTS Smyrna,470NG,No,No,No,na,na, ,e2160d1d-4fb7-4ea3-b9c6-0212881a9ae4,NG VTS Smyrna,act,armyNationalGuard,TN,0.000345329427091201,0.121434070469273
515,usa,na,W Silver Spring Complex,27864,No,No,No,na,na, ,4a6c844c-4420-455e-9e61-53b93f1a869c,W Silver Spring Complex,act,usar,WI,5.64552676678431E-05,0.0362967739296716
516,usa,na,NG WH Ford Regional Tng Ctr,21A95,No,No,No,na,na, ,ede8c1bb-1aeb-49c4-b53c-d18599195ccb,NG WH Ford Regional Tng Ctr,act,armyNationalGuard,KY,0.00462225501291869,0.98541699830389
517,usa,na,Waianae Kai Military Reservation,15815,No,No,No,na,na, ,aee1f2a3-33ad-4ec5-b43e-4a3b6c5c63ad,Waianae Kai Military Reservation,act,usa,HI,4.82021914649522E-06,0.015822369709695
518,usa,na,Watervliet Arsenal,36990,No,Yes,No,na,na, ,416586f6-6f82-4a4c-90b0-aad18e1aaba0,Watervliet Arsenal,act,usa,NY,5.89954331644549E-05,0.0479734846610808
519,usa,na,NG West Camp,46B75,No,No,No,na,na, ,e9afc71d-decf-4352-9897-8c8f50091ada,NG West Camp,act,armyNationalGuard,SD,0.000347562836850557,0.0974292220244953
520,usa,na,West Point Military Reservation,36993,No,No,No,na,na, ,4db5f102-3164-468a-a70f-abd5751c21ec,West Point Military Reservation,act,usa,NY,0.00690547759336368,0.639528863721525
521,usa,na,NG Westminster Training Site,500NG,No,No,No,na,na, ,12dffdf5-783b-49a3-b656-349acd2ad962,NG Westminster Training Site,act,armyNationalGuard,VT,2.14606218378322E-05,0.0257802989705582
522,usa,na,Wheeler Army Airfield,15815,No,No,No,na,na, ,69cc1342-1816-4b78-96d4-4d7f8cc9720b,Wheeler Army Airfield,act,usa,HI,0.000487740545850102,0.165420012814221
523,usa,na,White Sands Missile Range,35955,No,Yes,No,na,na, ,2a60d364-fadd-49ed-9709-4a7af9d6b1b9,White Sands Missile Range NM,act,usa,NM,0.888366136531658,5.14751093118122
525,usa,na,Yuma Proving Ground,4985,No,Yes,No,na,na, ,e7601367-5980-4f96-a574-5f049d89b18e,Yuma Proving Ground,act,usa,AZ,0.327243028915291,4.27435828391135
526,usa,na,NG Ayer,250NG,No,No,No,na,na, ,4d4d9ef9-661e-4084-b02c-0a672c439cd6,NG Ayer,act,armyNationalGuard,MA,2.90138370928616E-05,0.0260579104256184
527,usa,na,NG MTA Camp Butner,33224,No,No,No,na,na, ,0285254a-0923-438e-a34f-1c9972d7cf16,NG MTA Camp Butner,act,armyNationalGuard,NC,0.00199285826647611,0.21437082204935
528,usa,na,NG Springfield AVCRAD (New),290NG,No,No,No,na,na, ,aab4b89f-b6a2-4116-8915-fbe02e492730,NG Springfield AVCRAD (New),act,armyNationalGuard,MO,4.40853559666721E-05,0.0286278791949988
529,usa,na,NG Muscatatuck Urban Training Center,18055,No,No,No,na,na, ,99ec7ef0-f291-4b97-8e5e-cfd916fd77b7,NG Muscatatuck Urban Training Center,act,armyNationalGuard,IN,0.000404582662440589,0.11948591619818
530,usa,na,NG Cambridge Springs Readiness Center and FMS 5,420NG,No,No,No,na,na, ,83034a45-28f8-4a3c-963f-7290074dbb15,NG Cambridge Springs Readiness Center and FMS 5,act,armyNationalGuard,PA,4.64879587980249E-05,0.037181463461724
531,usa,na,NG General Lucius D Clay National Guard Center,130NG,No,No,No,na,na, ,f276ebae-31e6-44d0-acad-0d038f0ab50b,NG General Lucius D Clay National Guard Center,act,armyNationalGuard,GA,4.15432534737192E-05,0.0366635017855
532,usa,na,NG Cumming,130NG,No,No,No,na,na, ,a2b72a91-d4ac-4c4e-bd13-91e5fb957175,NG Cumming,act,armyNationalGuard,GA,5.18135857419111E-06,0.00913529981158209
534,usa,na,NG Jackson County AFRC,540NG,No,No,No,na,na, ,ddb3c620-2555-4628-b568-b8cc55709945,NG Jackson County AFRC,act,armyNationalGuard,WV,0.000151480069916943,0.0909120692831552
535,usa,na,NG Elkins AFRC,540NG,No,No,No,na,na, ,489444b1-7d05-43bd-bf0d-8254ba673eff,NG Elkins AFRC,act,armyNationalGuard,WV,6.14273094470263E-05,0.0379141248160788
536,usa,na,NG Muskogee AFRC,400NG,No,No,No,na,na, ,9125ce84-1b6f-4158-9a7a-80e58787dadb,NG Muskogee AFRC,act,armyNationalGuard,OK,2.34606029607676E-05,0.0229854284378141
537,usa,na,NG Clarke Range Complex - Fort McClellan,1910,No,No,No,na,na, ,a437808a-f379-4ade-8d8e-91994ec169af,NG Pelham Range Training Site - Fort McClellan,act,armyNationalGuard,AL,0.00874838837376046,0.423872991279169
538,usa,na,NG Collegeville FMS 4,420NG,No,No,No,na,na, ,edcc688d-adb5-4c39-b66f-0e712befec7c,NG Collegeville FMS 4,act,armyNationalGuard,PA,2.21427740143554E-05,0.0210470428231053
539,usa,na,NG Baton Rouge AFRC,220NG,No,No,No,na,na, ,71a555eb-8def-44a9-8233-404844b1352b,NG Baton Rouge AFRC,act,armyNationalGuard,LA,2.31299077313452E-05,0.0282214297562075
540,usa,na,NG Knightstown,180NG,No,No,No,na,na, ,a38dbcdd-3418-4185-a5a1-4a544a676b66,NG Knightstown,act,armyNationalGuard,IN,0.000164873705898572,0.0690334785275117
542,usa,na,Fort Gillem Enclave Site,13055,No,No,No,na,na, ,03cb6d13-5522-4e56-81fe-5d11abd7eba1,Fort Gillem Enclave Site,act,usa,GA,0.000498603326832381,0.22653657891757
544,usa,na,Riverbank AAP,6305,No,No,No,na,na, ,cac8087a-cff4-47c1-af70-ff1ca04be267,Riverbank AAP,clsd,usa,CA,5.64736797059595E-05,0.0330530792723977
545,usa,na,Presidio of Monterey,6305,No,No,No,na,na, ,e131f68e-0f3f-4563-a0d9-9b5862bcafc6,Presidio of Monterey,act,usa,CA,0.000159373330461676,0.0776837282407056
546,usa,na,Milan AAP,47475,No,No,No,na,na, ,21c0aa3e-7b55-473a-92fd-4f8f45981bb6,Milan AAP,act,usa,TN,0.00902795602473816,0.552679273180434
547,usa,na,NG VTS Milan,47545,No,No,No,na,na, ,539b3ad0-39b5-4ff9-bfb9-a1d463bd2b73,NG VTS Milan,act,armyNationalGuard,TN,0.00100580128219008,0.331066963872516
549,usa,na,Saylor Creek Air Force Range,QYZH,No,No,No,na,na, ,629e826a-8b20-4c5f-8e57-54cfe58434cd,Saylor Creek Air Force Range,act,usaf,ID,0.0487168238473714,0.966088632190755
550,usa,na,Eglin Air Force Auxiliary Field 6,FTFA,No,No,No,na,na, ,890043ef-7388-40d6-9e14-114da74e0ac6,Eglin Air Force Auxiliary Field 6,act,usaf,FL,0.000325637513924448,0.0989992477279762
551,usa,na,Utah Test and Training Range,KRSM,No,Yes,No,na,na, ,9ebc9f1f-b61e-4f9f-af3f-5b379673cd35,Utah Test and Training Range South UT,act,usaf,UT,0.247831648476676,2.81914899523764
552,usa,na,Hill Air Force Base,KRSM,No,Yes,No,na,na, ,bfe8f612-b3ad-46f4-89a6-3f9c5eac2e5f,Hill AFB,act,usaf,UT,0.00287839070051632,0.312344409906477
553,usa,na,Mountain Home Air Force Base,QYZH,No,Yes,No,na,na, ,d89ab5d0-e359-4084-b26b-51f7379e4189,Mountain Home AFB,act,usaf,ID,0.00269359950880244,0.219919724147159
554,usa,na,Cannon AFB,CZQZ,No,No,No,na,na, ,1ccdea73-29c7-4746-a726-03c01c467538,Cannon AFB,act,usaf,NM,0.00137004149132736,0.16116463323852
555,usa,na,Tyndall Air Force Base,XLWU,No,Yes,No,na,na, ,28e158c0-2c4f-4002-8ada-d679e2a342a4,Tyndall AFB,act,usaf,FL,0.0109599509387408,1.90034522862093
556,usa,na,Cannon AFB Site 2,CZQZ,No,No,No,na,na, ,f63916fc-becd-4ca1-a3df-5b6f29bc8b41,Cannon AFB Site 2,act,usaf,NM,0.000112149199594569,0.0487025769142878
557,usa,na,Melrose Air Force Range,CZQZ,No,No,No,na,na, ,dd9aa868-5bf6-41c7-9c6c-17d03f57507c,Melrose Air Force Range,act,usaf,NM,0.023248930885984,0.805524011863816
558,usa,na,Poinsett Electronic Combat Range,VLSB,No,No,No,na,na, ,ec155ffe-ef50-4d1f-8008-c7a396951e53,Poinsett Electronic Combat Range,act,usaf,SC,0.00493507290912021,0.347081055096955
560,usa,na,Davis-Monthan Air Force Base,FBNV,No,Yes,No,na,na, ,e86b7064-c77f-4768-8093-e7a3d3199fa1,Davis Monthan AFB,act,usaf,AZ,0.00408512502940539,0.392054643307668
564,usa,na,Peterson Space Force Base,TDKA,No,Yes,No,na,na, ,6b251820-9142-4d0a-8d2c-69c243a54074,Peterson Space Force Base,act,usaf,CO,0.000684766428548755,0.217690415288705
565,usa,na,Creech Air Force Base,LKTC,No,Yes,No,na,na, ,468002a7-d268-4536-b95e-ddeeec141e73,Creech AFB,act,usaf,NV,0.0550951072127646,1.70735138802568
572,usa,na,Joint Base San Antonio,JBSA,No,Yes,Yes,na,na, ,9d646e1a-a88d-41c5-8cf8-1c5f29cb900a,Lackland AFB,act,usaf,TX,0.0173868292331463,1.88540970992309
576,usa,na,Robins AFB,UHHZ,No,No,No,na,na, ,f465729c-18cc-4dbe-92b1-ce7a5f9bdab3,Robins AFB,act,usaf,GA,0.0026054634790853,0.286612470298091
588,usa,na,Little Rock AFB,NKAK,No,No,No,na,na, ,d01fbf77-575f-44f5-99a9-5000ce16b80d,Little Rock AFB,act,usaf,AR,0.00248131628200099,0.247399034193699
590,usa,na,Cape Cod Space Force Station,CRWU,No,Yes,No,na,na, ,2553f84c-c0d3-42e7-b84e-ab45e3de8c15,Cape Cod Space Force Station,act,usaf,MA,4.39418013229442E-05,0.0625497488953416
591,usa,na,Cheyenne Mountain Space Force Station,TDKA,No,Yes,No,na,na, ,507df1ff-d78b-4584-81b5-d30cd313c70c,Cheyenne Mountain Space Force Station,act,usaf,CO,0.000206902208674364,0.0824728360088967
592,usa,na,Vandenberg Space Force Base,XUMU,No,Yes,No,na,na, ,661de795-3cea-4eb4-a24d-61f6ce57606b,Vandenberg Main Base,act,usaf,CA,0.039445472488751,1.58131250055232
593,usa,na,Pillar Point Space Force Station,XUMU,No,No,No,na,na, ,51aafad6-989e-415d-b859-f5d4ca1f27aa,Pillar Point Space Force Station,act,usaf,CA,2.61435543507105E-05,0.0314086869798075
594,usa,na,Fort Fisher Recreation Site,VKAG,No,No,No,na,na, ,74d1de9b-d2d9-47fe-bcf0-b78757b4cc0f,Fort Fisher Recreation Site,act,usaf,NC,1.6438434840893E-05,0.0308730067361145
595,usa,na,Seymour Johnson Air Force Base,VKAG,No,Yes,No,na,na, ,6aea55ec-3494-4bfe-aad3-9bf7982d7c2c,Seymour Johnson AFB,act,usaf,NC,0.00129679600399868,0.213067790038032
596,usa,na,Dare County Range,VKAG,No,Yes,No,na,na, ,2e0a8036-0598-4a52-ac4f-0e730e673de9,Dare County Range,act,usaf,NC,0.0187947745932888,0.643544466652545
597,usa,na,Kirtland Air Force Base,MHMV,No,Yes,No,na,na, ,86dbd9e8-cd1c-416f-816a-0d215b948cb8,Kirtland,act,usaf,NM,0.020068375164783,0.906754970255602
598,usa,na,Wright-Patterson Air Force Base,ZHTV,No,Yes,No,na,na, ,be581b86-bc22-4903-a92e-b66c2f57c894,Wright-Patt AFB,act,usaf,OH,0.00222483044740329,0.251926497835432
601,usa,na,Eglin Air Force Auxiliary Field 3 Duke Fld,FTFA,No,No,No,na,na, ,c8b8a6bf-1ac1-41b7-a01b-5c9d36f5e612,Eglin Air Force Auxiliary Field 3 Duke Fld,act,usaf,FL,0.000741451791327563,0.132970145808774
602,usa,na,Hanscom Air Force Base,MXRD,No,Yes,No,na,na, ,dde7add3-75d8-4278-8200-924ed7031c0e,Hanscom AFB,act,usaf,MA,0.000343604372574191,0.114735872511221
603,usa,na,Eglin AFB Site 2 Santa Rosa Island,FTFA,No,No,No,na,na, ,cd4260f9-4b27-49d1-94e4-3fb7126a622e,Eglin AFB Site 2 Santa Rosa Island,act,usaf,FL,0.00121015540798908,0.559852415968173
